clean_text,label_encoded
sangat memuas kan😁,2
mantap,2
tolong la pihak shopee kurir yang g proposional di rumah kan kami kecewa apa lagi di teluk kuantan kurir ya kurang sopan sudah paket lambat datang,0
hati sekarang di shopee uda gk aman gue cobarang sampai tapi isi paket nya gdabobol nta kurir nya yg teledor gk mereksantah shopinya atau mungkin memang belum rejeki ku,0
matap pengiriman cepat dan kulir semuanya ramah matap bosku,2
berguna bagi saya,2
dapat memuaskan pembeli dan harga yang murah meriah 😊,2
pengiriman tepat waktu barang sesuai pesanan apabila ada yang tidak sesuai bisa dikembalikan,2
memuaskan,2
sangat bagus,2
mengurangi berkenndaan dan aman,2
good joob,2
good,2
mantap dan oke,2
mantab,2
good luck🤞,2
tempat mencari cuan dan membelanjakan kembali wkwkwkkwwk sahabat hidup aku sehari hari pokoknya mah,2
mantap shopee,2
bagus,2
aduh setelah di update bikin pusing ajasaya beli paket internet dgn aplikasi my telkomsel dgn pembayaran shopee pay tp tdk ada info pembayarannyagimana donk shopee,2
lambat,0
dg adanya shopee banyak membantu sy dlm berbelanja online tapi namanya belanja online kadang barangnya yg dateng gak sesuai ekspektasi tp masih okelah,2
sangat memudahkan dalam berbelanja apalagi buat buibu yg males keluar rumah,2
belanja di shopee menyenangkan dan puas bangett,2
sangat puas,2
oksangat puas belanja di shopeebanyak toko nya barang nya mantul,2
aplikasi nya bagus cuma kita kadang yang salah pilih toko jangan lupa setiap memesan barang atau produk perlu di perhatikan setiap rating dan post di toko jenis produk yang di inginkan supaya tidak mengecewakan sebelum melakukan transaksi atau cod terimakasih 😊🙏,2
sangat puas belanja disini banyak pilihan nya juga,2
semakin murah semakin banyak peminatnya,2
kapan datang nya paket ku ni tanggalan kok di undur undur,0
ka knpa ya spaylater sy tdk bisa d pake sdangkan limit msih fulldan tdk prnah telat byar,2
iklan mulu ke shopee,0
aplikasi gk guna masa mesen produk di retur mulu sama kurir saya udah x mesen tetep aja di retur,0
label kualitas merchant mall ori nya skrg meragukan tolong di filter lagi lah jangan mentang dapet label mall ori berbayar tapi kualitas abal,0
bagus banget,2
plis deh kenapa si iklannya tu ganggu banget ga dipencet hayo aja masuk otomatis ganggu tau,0
semua yg di cari hmpir smua ada🥰,2
baik dan sangat membantu,2
easy way👍,2
bagus,2
please bngat ya buat app shopeekurangi nyampah di app lain,0
sangat bagus,2
shopy ok,2
tolong sekali ya shopee ini saya cuman mau baca wp kenapa anda tiba tba muncul iklan padahal udah iklan pas mau mencet silang lah malah ke app nya pliss pas udah masuk ke wp nya anda malah iklan lagi tiba tiba udah ada di toko orang tolong ya sekali lagi iklan mu itu sangat sangat gai berguna kalau ada promo bisa promosikan iklan aja gausah beribu ribu iklan mana iklannya berlapis lapis lagi capek tau gak,0
banyak diskon dan gratis ongkir tapi datangnya lama,1
mantap,2
username bintangdarmaalif limit shopee paylater pinjam lama tidak naik selama lebih dari tiga bulan padahal saya sudah memakai lebih dari tiga kali dalam sebulan apakah saya berhak mendapatkan kenaikan limit,0
mantab,2
pengalaman belanja sebagian besar memuaskan semoga terus ditingkatkan layanannya,2
pesanan sudah sampai cukup puas,2
ok,2
minta perbarui terus tidak bisa untuk belanja sistem pembayarannya sering error,0
good penjualan online,2
sanagat puas dan terpercaya,2
ok shoppe,2
bosen bgt sm pngirimn yg lmbat spx anteraja ap lh itu pokony skrng shopee lmbat pngirimn gk ky dlu hr smpe,0
aku suka apk ini murah sesuai pesanan ada potongan harga blnja lebih hemat love you deh buat apk shopi,2
mitra bisnis pedagang kecil,2
bagus,2
selalu sesuai barang yg kostumer pesan harga terjangkau,2
baik ji,2
terlalu lama shoppe lbh baik pindah ke akun lain lambat caranya udah hampir hari proses pengantaran ngak dtng munkin jalan di temapt kita sudah mau pke ngak datng,2
biaya layanan sangat tinggi sekarang sudah tidak bagus jualan di shopee ini bagaimana seller bisa menyediakan produk yg terjangkau kalau biaya layanan sangat tinggi begini,0
mudah melakukan pembayaran,2
shopee layananya buruk pesanan saya selalu di tunda banyak alasan pesanan tidak tepat waktu banyak kekuranganya,0
sangat memudahkan senang sekali pakai shopee,2
sy sangat suka dengan shopy,2
aplikasi belanja online paling bagus jelas dan mudah dipakai,2
makasih,2
aplikasi sangat membantu tapi kualitas video promo dan iklannya boros kuota,2
slalu puas belanja d shopee note buat para pembeli ni ya sblm kalian bayar pket cod klian mesti liat totalan dlu d apk shopee ny krna kurir skrng udh mulai nakal klo d tnya brp total ny bang suka d lebihin sma kurir mna bnyak lagi lebih nya klo misal kita hitung ulang slalu aja alasan ny mf bu td saya salah hitung soal ny udh téjadi x sma aku pas yg ke ny aku sengajain dan itu td alasan ny slh hitung,2
banyak penjualan dan penipuan labih baik beli ke toko retail tetangga aja dehuninstallshopee umkm bangkit tanpa olshop,0
platform paling mudah penggunaan nyabuanyak banget promo nya,2
mantap,2
ok,2
sangat puas dengan platform shopeepenggunaan mudah karena didukung ui yang friendlypelayanan bagusreseller yang baik,2
bagus membantu,2
seru bisa cari barang yang bagus,2
bagus,2
bagus,2
aplikasi belanja nya ok kurir spx yang nggak oke bedakan dong layanan kargo hemat dan reguler reguler bayar ongkir pakai spx sampainya sama dengan layanan kargo hemat hadeh gimana ini spx,0
sangat baik,2
tolong dong jangan ikut²an nimbrung iklan diwattpad masa lagi enak² baca wattpad tiba² nyambung iklan di shopee berkali² lhoo nggak usah kebanyakan iklan juga gua pasti check out kalau ada duit so please stop spam iklan di wattpad,0
marketplace terlengkap dan sering kali mengeluarkan sale,2
baru pertama kali belanja sih kurangnya sampel prodak yang diminta tak kunjung ditindaklanjuti oleh tuan toko,2
iklannya sangat menggangu bahkan ada di situs penuh virus,0
alhamdulillah pelayanan shopee bagus pengiriman cepat dan aman barang yang dikirim sesuai pesanan semoga shopee tambah maju dan dipercaya saran jaga amanah jangan sampai mengecewakan pelanggan,2
bagus aku suka belanja di sini tapiii kalo pas aku mau retur barang selalu ditolak shopee padahal aku dah kasih foto buktinya detail bgt ku foto semua astagaaaa berkali kali selalu ditolak kecewa banget saya,0
s pinjam tidak pernah telat tapi sulit digunakan kembali jadi males maau bayar kalo begini ga semngt,1
assalamualaikum 🙏 terimakasih atas sarana aplikasi sopie asbab ini belanja jadi semakin mudah dan lebih komplit engga perlu capecape keluar tinggal nunggu aja dirumah saran nya banyakin kessback dan diskon,2
lumayan hemat,2
sangat berkualitas,2
ok,2
shope terpercaya amanah oke banget,2
mantap,2
selalu menunggu disc² nya,2
pertahankan 👍,2
baik,2
enak banget pakek shopeebanyak voucher ditambah ada cashback setiap belanja dobell cuan nya,2
kecewakenapa sekarang shopee buruk banget auto pindah ke yg lainjasa kirim kita gk bisa milihkan jadinya mahal bgtq tuh dah tau mana jasa kirim yg baik gk perlu lah shopee bentuin giniauto uninstall nih apoikasi,1
bagus sih apk shopee untuk belanja harganya juga murah minesnya lambatttt bgt kalo soal pengiriman kadang bisa nunggu minggu lebih,1
aplikasi nya gak guna banget setiap pesan selalu gagal gak bisa dipencet lemot sana sini but hp rusak batrei terkuras habis,0
orang lain ada top up games di saya tidak ada tolong perbaiki,2
ok,2
semoga akun saya bisa codan lagi,2
pelayanan baik,2
setelah update malah ngebug ga selancar sebelumnya,1
terimakasih shopeeadanya app shopee sangat terbantu sekali,2
makin ramai orderan,2
di singkawang ada driver shopeefood tp untuk paket gk ada pengiriman instan,0
banyak iklan di setiap aplikasi,0
top mantab siip,2
ok,2
mantap,2
kurirnya semau jidad jenongnya aja kalo nganter marketplace yang sangat buruk 😭😭😭,0
semoga kedepannya shopee tetap jaya dan selalu mengedepankan yaitu tentunya selalu amanah amin,2
god jobs,2
kenapa ya min akun spaylater saya dibatasi karena kebijakan internal,2
goodpokoknya good,2
mantap,2
aplikasi bagus tapi spx sangat lambat,1
bagus sudah tidak ada toko yg nipu sukses sll buat shopee,2
bagusmeskipun kadang ada barang yg g sesuai dgn yg diminta,2
sangat informatif,2
sangat puasshopee yang terbaikmembantu sekali belanja di shopeemantap,2
barang bagus harga nya murah rasa bermimpi saya beli pisau nya dapat harga murah,2
bagus barangnya sesuai dengan yang di iklan,2
login susah kali kaya na ngelamar jadi pengantin,0
top shopee cuman sekedar saran buat belanja online dan khususy pembeli yg belanja online jangan tergiur promo apalg si penjual pd saat kita chat lalu disuruh menghubungi ke no hpwa ke no tsb jgn mau krn itu modus penipuan dg alsan cuman numpang promo itu boong belaka khususy nih shopee tolong berantas yg modus penipuan apa lg disuruh ngechat diluar app shopee khusus belanja online yg lain jgn sampai shopee tdk dipercaya lg sama masyarakat tolong disharing ulang yg masuk si penjual,2
harga terjangkau dengan barang yang berkualitastapi jangan terlalu tergesagesa pilihnya biar sesuai ekspetasi ya,2
terima kasih barang datang dan sangat bagus puas belanja ditoko ini,2
gua download ini karna mau dapat diamond ff 😎😎😎,2
barangg nya baguss baguss lengkapp tapii walaupun ada penipuan juga sihh hehe,2
makin nyaman belanja di shopee pengiriman cepat dengan pilihan produk melimpah gasken,2
bermanfaat,2
masih ada aja yg jual fashion barangnya ga sesuai gambar dan deskripsi kasihan yg bener amanah,1
terima kasih shope 🫰♥️,2
pengalaman pengembalian barang mudah dan cepat👍👍👍,2
baik,2
peminjaman shopee paylater juga enak mudah banget semoga limit spaylater naik jt😁,2
coba benerin map nya kenapa pesennya dimana anterinnya ke depok payah,0
wahh,2
jgn mau belanja disini barang telat dtang dan seenaknya buat aturan dan tidak bisa dibatalkancoba salah siapa dana ndk dibalikin byk alasanpengalaman burukndk lg pesan disini,0
itu msh ad dmn,0
suka bnget belanja tapi knp sihh sistem cod nya hilangg,2
ya ampun semenjak awal desember sampe awal januari pengiriman jadi sangat lamaa estimasi hr jadi sampe hr bayangkan pesan dalam satu kota sampe hr baru diantar pdhl dr seller dikirim di hari yg sama terpaksa kedepannya pake pengiriman lain,0
terpercaya,2
aplikasinya bagus,2
puas banget lah pokoknya toko online yg sangat memuaskan,2
murah bgt bnyak diskonnya i love shopee😘,2
sangat bagus,2
sangat puas,2
terima kasih berkat apliakasi shopee belanja tidak eibet lagi,2
bagus sangatt okeee aku suka bangett,2
semua pelayanan sangat baik,2
parah aplikasi shopee skrgga kayak dulukiriman regional kok sm aja terlantar nyalebih paket hemat lama nyamalah kalau ga komplain ga ditanganimendingan tes aplikasi sebelah deh,0
sudah lebih baik dari versi sebelumnya cukup dulu karena masih banyak iklan gambar barang ditampilkan dengan harga yang bukan sebenarnya seharusnya untuk barang yang berbeda tipe tidak perlu ada dalam satu iklan kecuali warna dan ukuran karena barang lain tersebut bisa ditampilkan pada barang rekomendasi serupa,2
bagusss,2
puas bangt blanja d shopee ngga mengecewakan,2
saya sudah sampai kali lo lapor ke pihak shopee food terkait saya belum bisa cod di shopee terus sekarang saya dibilang tidak menyelesaikan pembayaran cod coba lihat history akun saya asal aja bilang saya melakukan aktivitas mencurigakan coba dibantu lah saya lapar sampai kali loh nggak ada perubahan sampai sekarang apa sih maunya shopee voting pokoknya kalau shopee food ini nggak bolehin saya cod dengan alasan yang nggak pernah saya lakukan saya doakan bangkrut saya doakan gak ada yang,0
bagus,2
pesanan di batalkan terus dari pihak shoppe pdhl sudah pake akun saja tp tetep ga bisa co busukkkkkkk,0
respon seller kadang slow,1
ngebug co ngga bisa ngetik,2
sorry ya aku kasih bintang karna capek akutu ama iklan ni aplikasimeskipun aku sering gunain ni aplikasibagus tp tetap aja iklannya nyebelinkek maksa bangt biar dilihatbayangin aj lagi seruny baca wattpad tibamasuk ke aplikasi 😭jd ganggu mood tau gk😭plis lahh tolong diperbaiki😭,0
mantap,2
bagus,2
kalau pengiriman ke aceh kok blm ada yg jalan ya semua pesanan nya masi di kemas semua,2
jasa kirim spx kek taiii,0
sulit login akun gw banyak yang hilang padahal nomer tlp masih ada,0
jos jis,2
puas dengan shopee,2
saya sangat suka dengan apk ini,2
gak bisa di update,2
barang barang yang aku inginkan sangat lengkap,2
sangat senang dengan pelayanan kurir maupun penjual merchant uang komplit mau apapun tersedia disini so ini pilihan tepat buat kalian memilih belanja online di shopee,2
iklannya sangat sering menipu,0
keren,2
membantu belanja tanpa kluar rumah,2
kenapa tidak bisa daptar yah,2
slalu ketagihan belanja tanpa ribet,2
selama pakai shoope ini blm ada barang yg sy order mbleset tdk sesuai kedanfan pun beberapa lebih cepet dari levering saat pemesanan on time ga ada yg telat sip bagus sangat membantu kita yg hari²nya kerja pagi sore bahkan malem balik dah capek males kemana² beli di shoope kayaknya ada semua terimakasih 👍🏻🙏🏻,2
shopee indonesiatempat belajar yang aman,2
puas banget belanja di shopee 🗿,2
saya lebih suka belanja di shopee ongkir murah dari pada yang lain,2
tolong dong min di tahap akhir pengantaran barang kerumah tolong di kasih tau nomor kurir yang antar supaya mudah menghubungi terkadang pihak kurir mengklaim sendiri bahwasanya paket tidak di ambil padahal dihubungi pun tidakk ini juga sebuah masalah yang harus diperhatikan juga dan kenyamanan kemudahan bagi konsumen tolong buat sistem ini seperti apk sebelah terimakasih shopee indonesia 🙏,1
stabilmantap bermanfaat friendly user,2
ok banget top,2
spinjam penjual blum muncul padahal uda lama akun sya sya penjual tolong di cek dan di munculkan kinerja ya tolong bantu,0
senang belanja,2
iklan nya berlebihan banget dan meresahkan bikin ga nyaman saat liat apk lain tiba masuk ke shopee,0
sangat membantu ongkir selalu gratis dan jika ada refund gampang,2
sangat bagus top,2
best,2
bagus memuaskan,2
busuk,0
gak ribetco tinggal nunggu barang datang,2
banyak kendala paket muter ga jelas suka salah jalur estimasi selalau di mundur mundurkan pas ditanya katanya kendala operasional,0
ok,2
makasi shopee gratis ongkirnya tapi iklan lu ngeselin sumpah ga pencet apa apa masuk ke shopee sendiri gajelas lu shopee kalau bisa diperbaiki deh coba boleh iklan tapi jangan masuk ke shopeenya jadi males banget perbaiki ya shopee,0
mantap,2
bagus sekali,2
pengiriman sering bermasalah cs tidak peduli percuma chat sc tidak ada solusi,0
sangat puas berbelanja di aplikasi shopee 👍👍👍,2
selama saya pakai shopee oke oke aja tpi akhir akhir ini shopee lemot banget datengnya dulu cmn hari sekarang hari datangnya,2
sangat senang dgn aplikasi ini memudahkan per belanjaan seperti sy yg mager klu mau keluar 👍👍👍,2
kenapa pelanggan selalu dipaksa pakai ekspedisi spx yg selalu bermasalah dan terlambat tertunda sampai berkalikali dalam pengantaran paket,1
bgus bngt,2
baguss,2
saya pengguna platinumudah vip juga tapi kenapa pesanan saya sering di batalin shope otomatis dengan alasan melakukan aktivitas tidak wajarharusnya shope seneng dong kalo saya terus belanja bukan malah di batalin terus,0
gimana sih kok ngelag teruskukira hp ku yg jelek ternyata aplikasinya emang bug tolong dong kualitasnya dinaikin lagi dikit bug dikit bug,1
pengiriman terlambat makin parah,0
bertahun pake shopee belum ada kendala semoga gak ada kendala ya min update apl sering keluar sendiri,2
game telurlucky prize nya kembalikan spt dulu dong admin krn skrg jd tiap jam di detik sll fokus pecahin telur terus jd mau belanja sll ga bs santai nyari produk yg dibutuhkan mdg spt dulu jam brp pecahin telur kmd jam brp bs jp pecahin telurnya gt tp ga tiap jam ber jam baru bs jp gedeke nya jd buang wkt di telur bkn buang duitkoin buat belanja di shopee mlhan jd nya tolong dievaluasi lg game lucky prize nya admin tq,0
sangat baik,2
mantap shopee,2
barang baguscepat datangkurir ramah,2
bagus,2
nggak bisa cod anjirr tolong kembalikan dlu fitur cod,0
barang yang dikirim banyak bagusnya daripada rusaknya pilih toko yg bener bagus dan amanah yahjangan lupa lihat review pembeli lainsemoga laris manis dan sering ada diskon dari shopee,2
estimasi tiba kenapa selalu berubah,2
sangat membantu,2
sangat bagus,2
bagussssssssss bngettttt,2
bagus banget,2
bagusv,2
tiba akun saya di batasi,1
sangat puas,2
mantap,2
bagus sekali,2
iklan nya gangguin banget anj,0
belanja murah,2
setiap belanja di shopee lumayan lahhbarang nya belum ada mengecewakanokshopee lanjut trus,2
shopee kok tambah mengecewakan beli pulsa di shopee sda dibayar pulsanya gak masuk,2
pelayanan lambat habis itu di tunda tunda pesanan saya memang burik,0
siip,2
bagus,2
sangat membantu sekali,2
gtau deh kalo gada shopee 🤣🤣🤣 beli apapun murce bangettt 😍😍,2
baik,2
mantab pokoknya mah,2
aplikasi shopie jngn terlalu banyak iklan sangat menggangu ketika cari belanjaan,2
suka bngt blnja di shopee real ga ada toko yg fake,2
aplikasi sangat menyusahkan masak saldo pendapatan lama banget diverivikasipadahal kita sebagai seller juga butuh biar cepet muter uangnya potongan sangat besar lagiii🤧,0
skarang shopee sering batalkan pesana byk aturan sekarangpromo tidak berlaku lagi klo kita pake lgs dibatalkan oleh sistem mending pindah ke ijo aja,0
pengiriman tepat waktu,2
kenapa pihak shopee kok ada yang mempersulit masalah pendaftaran bikin orang jadi emosi aja,0
mantap,2
bagus,0
nggak jelass eh reguler pun masihhh bisa lambat scan penerimaan barang dari penjual aja sampai butuh harii kurir nya ngapainn kocakkk main ceme,2
blnja apa saja ada dan mudah,2
yang paling utama free ongkir,2
shopee lma pengiriman nya lmbat brg gk sesuai yg dtg udh gtu jrg bgt yg msh utuh pketnya smpe lokasi,0
bagus bangett,2
ok,2
fitur cod nya tidak aktif,0
sekedar saran dari saya min sebaiknya untuk pengiriman terutama untuk kurir sebaiknya untuk waktu pengiriman di kasih kolom nomor kurir biar memudahkan pembeli terutama yang paket cod terkadang pembeli gak di rumah atau keluar kalau tertera nomor kurir kan enak bisa langsung konsultasi ke kurir langsung jadi enak proses pembayarannya sekian terima kasih,2
dengan adanya shopee kita lebih mudah mencari barang dg mudah dan juga lebih murah apalagi ditambah discon promodan gratis ongkirmantab dah,2
mantappp dan sangat memuaskan beli di shopee 👍🏻👍🏻🥰🥰,2
sangat puas dan bermanfaat,2
pesanan yang di beli sesuai pengiriman cepat,2
hpnya harus kuatttt,1
aplikasi tidak berfungsi semestinya aplikasi belanja tapi isinya sampah seperti video tdk jelas ketika jaringan kurang stabil semua resource data internet habis mengunduh video sampah sehingga tdk bisa menyelesaikan chekout bug belum selesai juga njirrr,0
semakin lama ini shope smakin gila paket aja udh di kabupaten malah menjauh trus lama bnget pengiriman nya percuma klau pesen di apk ini,0
shopee mantap dan amanah,2
bisa berbelanja dengan sesuai yang kita mau,2
terbaik,2
shopee memberi pengalaman yg menariksaat ini kualitas pelayanan semakin bagus dan terpercayajangan ragu beli di shopee,2
aplikasi sangat membantu dan terpercaya,2
memudahkan semua produk mudah ditemukan selonjoran barang datang kerumah cuma mohon diperbaiki soal owenr toko yg tidak amanah supaya tidak usah jadi mitranya shopee semoga shopee makain jaya,2
udah lama aku pakek sopi selalu di layani dengan baik,2
terima kasih shoppe udah lama saya langganan tdk cape lagi ke toko cari barang semua nya tersedia di shoppe pelayanan nya is the best,2
🥰🥰👍🏻👍🏻,2
good,2
jelek bgt pea optimasinya bnyk bug,2
good job,2
ebuset nunggu loding e lama bangat,1
pak sy mau bayar paylater kok engga bisa apa hrs lebih jatuh tempo biar kena bunga,0
shopee tolong dong kalo ada pembeli yg mau ngajuin pengembalian tapi barang nya udah di pake jangan di setujuin kan penjualan nya jadi rugi kemarin ada yg beli skincare di toko aku terus masa dia ngajuin pengembalian padahal skincare nya sudah di pake tapi malah setujuin aja sama pihak shopee 😔😔😢,0
banyak banget iklan lu,0
terimakasih shopee,2
hp saya ilang akun harus verifikasi pakai nomor gk bisa verifikasi lewat email tolong perbarui verifikasiny saya kecewa,0
harga murah kwalitas bagus pengiriman cepat proses pengembalian barang mudah pengembalian dana cepat,2
alhamdulilah mantep nuhun🙏👍,2
mantap,2
shopee paling terlama pengiriman barangnya terutama melaui jasa kirim spx lamanya bukan main pesan barang di shopee ini melalui spx lewat hari pesanan blum sampai juga saya nilai paling buruk spx di semua jasa kirim yg lain klau tidak segera di tindak lanjuti lama lama aku pindah belanja di platfom yg lain,0
belanja sangat mudah cepat dn praktis,2
yg bener aja lah masa pesanan di buat tanggal estimasi tanggal nggak ngotak amat nyesel gw pake shopee gk jelas,0
semuanya sudah bagus hanya bermasalah di kurir kalo chat nya udah ngak di bales beberapa menit dia akan retur emangnya kita nga nunggu lalu kamu retur begitu saja sangat mengecewakan gimana kalo kita lagi kerja lagi sibuk jadi ngak pegang hp seharusnya tunggu sampe beberapa jam kalo udah ngak ada kabar baru di retur,2
bagus,2
sumpah ya skrng shopee pengiriman lama bngt et dah dlu palinh lama seminggu udah sampe skrng hari bahkan ini paket aku hari blm jg sampesampe pdhl aku beli buat jualan lama bngt heran gratis ongkir jg pelittttt bngt sekarang kikir bngt shopee pdhl aku tinggalnya dikalimantan yang udah tau pasti mahal ongkirnya tolong diperbaikin,0
sangat terbantu,2
pengirim cepat bagus dan murah nyak promo tks,2
puas belanja dishopee,2
shopee gw minta tolong banget pake banget kalau iklan tuh jangan suka maksa sih plis lagi nonton enak² malah keluar ujungujungnya kemana ke apk shopee plis banget deh kalau iklan yang bener jangan iklan seenaknya aja apaan banget dah lagi enak² nonton malah keluar apk cuma gegara iklan shopee doang iya gw tau klau gmau iklan minimal bayar lah klaj gda duit trpaksa hrus nonton yg bnyak iklannya tapi klau iklan jangan suka tiba² kesel sih keluar apk trus ke apk shopee apa banget dah,0
sangat membantu pembelian barang yang sulit didapat di daerah,2
setiap memakai jasa pengiriman spx selalu mutermuter paketnya padahal sudah di lokasi hub kota tapi balik lagi ke hub sunter spx ga jelas sistem nya di notip estimasi tiba tetapi berubah jadi mau itu gratis ongkir atau tetap bayar ongkirnya pelayanan buruk dari spx,0
dengan adanya shopee tidak ribet lagi berbelanja mantap shopee maju tros,2
bagus banget,2
bguss,2
sangat membatuusaha jadi lebih jualnya,2
kasih aku limit paylater dan spinjam yg gede agar mempermudah belanja online,2
adalah pokonya,2
kurang bonus nya,2
saya terbantu dengan adanya sophee apa lagi difasilitasi dengan adanya paylaterapa yg belum mampu saya beli secara casbisa saya cicil terima kasih sopheemembantu umkm dan konsumen menengah kebawah semoga kedepannya sophee lebih baik lagi,2
iya kk shopee sangat murah banyak diskon tpi sekarang shopee sudah agk gimana gitu soalnya kalo mau ganti alamat tidak bisa dulu kan bisa langsung sekarang tidak😭😭😭,0
puas belanja di shopeeyang penting pinter cari toko nya,2
shopi tidak sesuai dengan pesanan sangat mengecewakan sekali tidak sesuai dengan pesanan ngga ada respon luh sangat mengecewakan sekali tidak ada respon tidak amanah tidak mau tanggung jawab saya ngga senang sekali kembalikan uang saya ngga ridho saya masa di beri barang rijek buat apa an barang rijek lu mau ngga tuh ngga sesuai pesanannya ngga sesuai dengan poto nya ngomong sama orang budek ngga ada respon,0
untuk kali ini aku menyesal beli di shopee pengiriman telat terus nggak satu atau dua kali pengirimannya telat terus,0
suka,2
saat main game biasanya sering tiba masuk ke shopee tapi yg paling menyenangkan bisa beli apapun ya tapi harganya gak ngotak,1
mantap,2
server shoope kenapa sekarang sering bermasalah susah untuk terhubung ke internet dan memuat halaman juga lama,1
saya senang dengan aplikasi ini memudahkan saya dalam memenuhi kebutuhan,2
bagussss cuma tokonya tolong di saring pesan sudah dari tanggal des sampai sekarang tanggal jan di laporan nya masih saja dikemas belum dikirim,2
mantap,2
eh shoppe iklan lu kebanyakan bikin kesel aja,0
aplikasi belanja no terbagus 👍 tapi kenapa setiap baca novel di aplikasi selalu muncul loh shop 😭😭,2
iklan ini sangat mengganggu,0
bagus sekali,2
shopee bisa dipercaya,2
shopee banyak diskonnya dan aman,2
hey shoope bujang inam aku betul betul muak ya kau tiap aku buka game apalah yang ada iklannya kau terus yang muncul aku buka capcut kau juga muncul aku buka liat fb kau juga muncul tolong lah brisik kali iklan klen kek takut kali bangkrut prusahaan klen padahal aku pake shopee juga nya tiap² hari aku pake kau buat gofud belanja ngumpulin koin diam klen sikit jangan brisik kalau mau iklan itu dimana² klen aja iklan yang muncul terutama di yutub itu jadi ga nyaman orang dibuatnya,2
bgus,2
sangat membantu,2
bisa ga sih kurir spx kalau antar paket yg alamat sekalian aj jgn beda² kurir dan kalau anter pesanan jgn tengah mlm,1
bagusss bngttt murwhhhh gak penipuan,2
udh kcewa sama pihak shopee kurir dan toko yg batalin psaanan tp malah aq yg d tuduh dan d beri sangsi sudah d jls kn dan q kirim bukti tp pihak shopee ttp gk trima klw saya yg salah saya bisa trima tp ini d batalin tnpa ada konfirmasi dan kurir main batali ja bahkan dy juga gk ada konfirmasi atau kbr taunya d batalin ap gk kcewa saya dgn perlakuana dan pihak shopee gk trima juga aq klaim juga ttp aq yg salah d buat bgus q hpus aj app taik ini,0
ok,2
vocer pengguna baru tidak bisa digunakan padalan blm dipakee🙂,0
ok,2
luar bisa buruk nya kurir spxbegitu juga csnya,0
min saya mau memberi saran untuk menambahkan metode pembayaran qris🙏🙏,2
kenapa sih setiap saya mau nonton drakor itu pasti selalu ada iklan apk ini risih tau g ga mencet malah tiba tiba ke shopee kan aneh mending di hapus dah lu apk gausah pke ada iklan lu segala orang orang juga pada risih tau ga bisa gasih ga pas saya nonton drakor jg di apk lain tuh pasti ada aja iklan ni ni apk ngeselin tau,0
kadang saya laper di jam pagi tapi tiap mau pesen food pembayaran nya tidak bisa tunaiudah kaya roti o di stasiun senenkasian bgt nenek nya sampe nangis mo beli roti aja ga boleh pakai uang tunai,2
saya top up gopay lewat shopee pay transaksi berhasil namun karna gopay lagi limit jdi saldo gk masuk tapi ke shopee pay nya gak balik lagi dari pihak cs gopay tidak nerima saldo begitu tapi saldo ke shopee pay nya gk balik lagi kecewa saldo hangus,0
foto meleee🤪,0
setiap buka aplikasi selalu ke video bikin jengkel tolong di benahin mau belanja bukan lihat video cukup bintang,0
perbanyak lagi promo di shopee diskon belanja semoga makin sukses shopee,2
bagus banget,2
setelah update gak bisa logintak uninstall trus download aplikasi shoppee berulang kali tetap gak bisa login tolong di bantu biar bisa login,0
terimakasih dengan adanya shopee belanja di shopee jadi sangat mudah dan gampang murah lagitinggal tunggu,2
segala nya hidup jadi lebih mudah,2
ribet sekarang pengembalian dana nya paket harus di antar tidak ada pilihan di jemput kurir,2
sangat membantu belanja jadi mudah,2
aplikasi tidak bisa block penjual yg tdk kita inginkan atau penjual yg suka tipu laporan pun kurang ditanggapi oleh shopee,0
bagus,2
mantap,2
setelah di update jadi gabisa liat live,0
mantaf pokonya mah,2
sangat bersyukur adanya shopeesangat membantu belanja jadi praktis,2
cepat amanah👍👍👍,2
oke top,2
sayang sekali spaylater saya tidak bisa digunakan,0
toko online no di indonesia apapun yang kita mau berlanja pasti ada semua ada di tante shopee👍,2
terlalu buruk banyak syarat buat klaim voucher,0
belanja murah balasan cepat kadang kita pesan barang tak sesuai kita pulangin tanggapan terhadap konsumen bagus dan cepat puas,2
jelek video nyala sendiri ga bisa diberhentikan,0
aku baru buka aplikasi apa langsung ke shopee,0
udah dari dulu terlanjur nyaman sama shopee bagi saya shopee bukan hanya tempat belanja tpi seluruh aktivitas keperluan saya dipermudah dengan hadirnya aplikasi ini entah bayar listrikpdambahkan shopee foodnya menjadi pahlawan pas laper tpi mager😅 teruslah maju seiring berjalannya waktu shopee🧡,2
sangat bagus,2
great,2
bagus,2
iklan di mana mana monyet,0
toko online no di indonesia,2
aplikasi sampah aplikasi terburuk diantara yg buruk pinjaman awal di acc tapi pinjaman selanjutnya selalu di tolakaplikasi yg sangat tidak berguna dan semoga secepatnya gulung tikaramin ya rabb 🤲🤲🤲,0
semenjak belanja di shopee selalu dapat harga termurah,2
mudah loginnya,2
makasih banyak,2
makin diandelin makin rusak mending make gojek,0
mantap murah,2
cukup membantu tapi syg limid sy terlalu kecil lama bgt naiknya padahal sy belanja bulan cukup banyak bgt,2
sangat baikk,2
perfect,2
the best,2
ramah cepat akurat,2
pokok nya puas lah belanja di shopeeshopee is the best,2
kenapa selalu sistem dalam pemeliharaanstiap mau isi token,0
selalu memberikan pelayanan terbaik dan barang yang diterima seusai pesanan konsumen,2
